Codigo Ciudad,Term Name,Parent Name,Parent Slug,VALOR DOMICILIO,Dias de entrega
68081,Barrancabermeja,Santander,68,12320,3
68092,Betulia,Santander,68,60480,5
68101,Bolivar,Santander,68,42560,5
68121,Cabrera,Santander,68,60480,5
68132,California,Santander,68,42560,5
68147,Capitanejo,Santander,68,60480,5
68152,Carcasi,Santander,68,60480,5
68160,Cepita,Santander,68,42560,5
68162,Cerrito,Santander,68,42560,5
68167,Charala,Santander,68,60480,5
68169,Charta,Santander,68,60480,5
68176,Chima,Santander,68,42560,5
68179,Chipata,Santander,68,42560,5
68190,Cimitarra,Santander,68,60480,5
68207,Concepcion,Santander,68,60480,5
68209,Confines,Santander,68,60480,5
68211,Contratacion,Santander,68,60480,5
68217,Coromoro,Santander,68,60480,5
68229,Curiti,Santander,68,60480,5
68245,El Guacamayo,Santander,68,60480,5
68255,El Playon,Santander,68,60480,5
68264,Encino,Santander,68,60480,5
68266,Enciso,Santander,68,42560,5
68271,Florian,Santander,68,60480,5
68276,Floridablanca,Santander,68,12320,1
68296,Galan,Santander,68,60480,5
68298,Gambita,Santander,68,60480,5
68307,Giron,Santander,68,12320,1
68318,Guaca,Santander,68,60480,5
68320,Guadalupe,Santander,68,60480,5
68322,Guapota,Santander,68,60480,5
68324,Guavata,Santander,68,60480,5
68327,Güepsa,Santander,68,60480,5
68344,Jesus Maria,Santander,68,60480,5
68370,Jordan,Santander,68,60480,5
68377,La Belleza,Santander,68,42560,5
68385,Landazuri,Santander,68,60480,5
68397,La Paz,Santander,68,42560,5
68406,Lebrija,Santander,68,60480,5
68418,Los Santos,Santander,68,60480,5
68425,Macaravita,Santander,68,60480,5
68432,Malaga,Santander,68,42560,5
68444,Matanza,Santander,68,60480,5
68464,Mogotes,Santander,68,60480,5
68468,Molagavita,Santander,68,60480,5
68498,Ocamonte,Santander,68,60480,5
68500,Oiba,Santander,68,60480,5
68502,Onzaga,Santander,68,60480,5
68522,Palmar,Santander,68,42560,5
68524,Paramo,Santander,68,60480,5
68547,Piedecuesta,Santander,68,12320,2
68549,Pinchote,Santander,68,42560,5
68572,Puente Nacional,Santander,68,60480,5
68573,Puerto Parra,Santander,68,42560,5
68575,Puerto Wilches,Santander,68,60480,3
68615,Rionegro,Santander,68,12320,1
68655,Sabana De Torres,Santander,68,60480,3
68669,San Andres,Santander,68,60480,5
68673,San Benito,Santander,68,42560,5
68679,San Gil,Santander,68,12320,3
68682,San Joaquin,Santander,68,60480,5
68684,San Jose De Miranda,Santander,68,60480,5
68686,San Miguel,Santander,68,42560,5
68689,San Vicente De Chucuri,Santander,68,60480,5
68705,Santa Barbara,Santander,68,60480,5
68720,Santa Helena Del Opon,Santander,68,42560,5
68745,Simacota,Santander,68,60480,5
68755,Socorro,Santander,68,12320,3
68770,Suaita,Santander,68,42560,5
68773,Sucre,Santander,68,42560,5
68780,Surata,Santander,68,60480,5
68820,Tona,Santander,68,60480,5
68855,Valle San Jose,Santander,68,60480,5
68861,Velez,Santander,68,60480,5
68867,Villanueva,Santander,68,60480,5
68895,Zapatoca,Santander,68,60480,5
68900,Barranca,Santander,68,60480,5
70001,Sincelejo,Sucre,70,12320,2
70013,Betulia,Sucre,70,60480,5
70110,Buenavista,Sucre,70,60480,5
70124,Caimito,Sucre,70,42560,5
70204,Coloso,Sucre,70,60480,5
70210,Coveñas,Sucre,70,60480,5
70215,Corozal,Sucre,70,12320,3
70230,Chalan,Sucre,70,42560,5
70235,Galeras,Sucre,70,42560,5
70265,Guaranda,Sucre,70,42560,5
70400,La Union,Sucre,70,60480,5
70418,Los Palmitos,Sucre,70,42560,5
70429,Majagual,Sucre,70,60480,5
70473,Morroa,Sucre,70,42560,5
70508,Ovejas,Sucre,70,42560,5
70523,Palmito,Sucre,70,42560,5
70670,Sampues,Sucre,70,60480,5
70678,San Benito Abad,Sucre,70,60480,5
70702,San Juan De Betulia,Sucre,70,60480,5
70708,San Marcos,Sucre,70,60480,5
70713,San Onofre,Sucre,70,42560,5
70717,San Pedro,Sucre,70,60480,5
70742,Since,Sucre,70,60480,5
70771,Sucre,Sucre,70,42560,5
70820,Tolu,Sucre,70,60480,5
70823,Toluviejano,Sucre,70,60480,5
73001,Ibague,Tolima,73,12320,1
73024,Alpujarra,Tolima,73,42560,5
73026,Alvarado,Tolima,73,60480,5
73030,Ambalema,Tolima,73,60480,5
73043,Anzoategui,Tolima,73,60480,5
73055,Armero,Tolima,73,42560,5
73067,Ataco,Tolima,73,60480,5
73124,Cajamarca,Tolima,73,12320,2
73148,Carmen De Apicala,Tolima,73,12320,2
73152,Casabianca,Tolima,73,42560,5
73168,Chaparral,Tolima,73,60480,3
73200,Coello,Tolima,73,42560,5
73217,Coyaima,Tolima,73,12320,5
73226,Cunday,Tolima,73,60480,5
73236,Dolores,Tolima,73,60480,5
73268,Espinal,Tolima,73,60480,5
73270,Falan,Tolima,73,60480,5
73275,Flandes,Tolima,73,12320,1
73283,Fresno,Tolima,73,60480,3
73319,Guamo,Tolima,73,60480,3
73321,Gualanday,Tolima,73,60480,5
73347,Herveo,Tolima,73,60480,5
73349,Icononzo,Tolima,73,60480,5
73408,Lerida,Tolima,73,60480,3
73411,Libano,Tolima,73,42560,3
73443,Mariquita,Tolima,73,12320,5
73449,Melgar,Tolima,73,12320,1
73461,Murillo,Tolima,73,60480,5
73483,Natagaima,Tolima,73,60480,3
73504,Ortega,Tolima,73,60480,3
73545,Padua,Tolima,73,60480,5
73547,Piedras,Tolima,73,60480,5
73555,Planadas,Tolima,73,42560,5
73563,Prado,Tolima,73,42560,5
73585,Purificacion,Tolima,73,60480,5
73616,Rioblanco,Tolima,73,42560,5
73622,Roncesvalles,Tolima,73,42560,5
73624,Rovira,Tolima,73,60480,3
73671,Saldaña,Tolima,73,42560,5
73675,San Antonio,Tolima,73,42560,5
73678,San Luis,Tolima,73,60480,5
73686,Santa Isabel,Tolima,73,42560,5
73688,Honda,Tolima,73,12320,3
73770,Suarez,Tolima,73,60480,5
73854,Valle De San Juan,Tolima,73,60480,5
73861,Venadillo,Tolima,73,42560,5
73870,Villahermosa,Tolima,73,42560,5
73873,Villarrica,Tolima,73,60480,5
73874,Guayabal,Tolima,73,60480,3
73879,Chicoral,Tolima,73,42560,5
76001,Cali,Valle,76,12320,1
76020,Alcala,Valle,76,42560,5
76025,Amaime,Valle,76,60480,5
76036,Andalucia,Valle,76,60480,2
76041,Ansermanuevo,Valle,76,42560,5
76054,Argelia,Valle,76,42560,5
76100,Bolivar,Valle,76,42560,5
76109,Buenaventura,Valle,76,42560,4
76111,Buga,Valle,76,42560,2
76113,Bugalagrande,Valle,76,42560,2
76122,Caicedonia,Valle,76,60480,5
76126,Calima,Valle,76,60480,5
76130,Candelaria,Valle,76,60480,5
76147,Cartago,Valle,76,12320,1
76233,Dagua,Valle,76,60480,5
76243,El Aguila,Valle,76,42560,5
76246,El Cairo,Valle,76,60480,5
76247,El Carmelo,Valle,76,60480,5
76248,El Cerrito,Valle,76,60480,2
76250,El Dovio,Valle,76,42560,5
76275,Florida,Valle,76,60480,3
76306,Ginebra,Valle,76,60480,5
76318,Guacari,Valle,76,42560,5
76364,Jamundi,Valle,76,12320,2
76377,La Cumbre,Valle,76,60480,5
76380,La Paila,Valle,76,42560,5
76400,La Union,Valle,76,60480,5
76403,La Victoria,Valle,76,60480,3
76497,Obando,Valle,76,42560,3
76520,Palmira,Valle,76,12320,2
76563,Pradera,Valle,76,42560,3
76606,Restrepo,Valle,76,42560,3
76616,Riofrio,Valle,76,60480,5
76622,Roldanillo,Valle,76,12320,3
76670,San Pedro,Valle,76,60480,5
76736,Sevilla,Valle,76,60480,2
76823,Toro,Valle,76,60480,3
76828,Trujillo,Valle,76,60480,5
76834,Tulua,Valle,76,12320,2
76845,Ulloa,Valle,76,42560,5
76863,Versalles,Valle,76,42560,5
76869,Vijes,Valle,76,42560,5
76880,Villa gorgona,Valle,76,42560,5
76890,Yotoco,Valle,76,60480,5
76892,Yumbo,Valle,76,12320,2
76895,Zarzal,Valle,76,60480,2
76992,Zaragoza,Valle,76,42560,5
81001,Arauca,Arauca,81,60480,5
81065,Arauquita,Arauca,81,60480,5
81220,Cravo Norte,Arauca,81,60480,5
81300,Fortul,Arauca,81,42560,5
81591,Puerto Rondon,Arauca,81,42560,5
81736,Saravena,Arauca,81,60480,5
81794,Tame,Arauca,81,60480,5
85001,Yopal,Casanare,85,12320,3
85010,Aguazul,Casanare,85,60480,3
85015,Chameza,Casanare,85,60480,5
85125,Hato Corozal,Casanare,85,42560,5
85136,Mani,Casanare,85,60480,5
85162,Monterrey,Casanare,85,60480,5
85225,Nunchia,Casanare,85,60480,5
85230,Orocue,Casanare,85,42560,5
85250,Paz De Ariporo,Casanare,85,60480,5
85263,Pore,Casanare,85,60480,5
85279,Recetor,Casanare,85,60480,5
85300,Sabanalarga,Casanare,85,60480,5
85315,San Luis De Palenque,Casanare,85,42560,5
85400,Tamara,Casanare,85,60480,5
85410,Tauramena,Casanare,85,42560,5
85430,Trinidad,Casanare,85,60480,5
85440,Villanueva,Casanare,85,60480,5
86001,Mocoa,Putumayo,86,60480,5
86219,Colon,Putumayo,86,60480,5
86320,Orito,Putumayo,86,60480,5
86568,Puerto Asis,Putumayo,86,60480,5
86573,Puerto Leguizamo,Putumayo,86,60480,5
86749,Sibundoy,Putumayo,86,42560,5
86755,San Francisco,Putumayo,86,60480,5
86760,Santiago,Putumayo,86,42560,5
86865,Villagarzon,Putumayo,86,60480,5
86866,La Hormiga,Putumayo,86,60480,5
88001,San Andres,San Andrés,88,60480,5
88564,Providencia,San Andrés,88,60480,5
91001,Leticia,Amazonas,91,60480,5
91263,El Encanto,Amazonas,91,60480,5
91405,La Chorrera,Amazonas,91,60480,5
91407,Miriti-Parana,Amazonas,91,60480,5
91460,Puerto Nariño,Amazonas,91,60480,5
91669,Tarapaca,Amazonas,91,60480,5
91798,Inirida,Amazonas,91,60480,5
94001,Inirida,Guainía,94,60480,5
94343,Guaviare,Guainía,94,60480,5
95001,San Jose Del Guaviare,Guaviare,95,60480,5
95015,Calamar,Guaviare,95,42560,5
95025,El Retorno,Guaviare,95,60480,5
95200,Morichal,Guaviare,95,60480,5
95220,Mitu,Guaviare,95,42560,5
97001,Mitu,Vaupés,97,42560,5
97161,Caruru,Vaupés,97,60480,5
97511,Yavarate,Vaupés,97,60480,5
99001,Puerto Carreño,Vichada,99,60480,5
99100,La Primavera,Vichada,99,60480,5
99200,Casuarito,Vichada,99,60480,5
99496,Nueva Antioquia,Vichada,99,60480,5
99524,Santa Rita,Vichada,99,60480,5
99666,Santa Rosalia,Vichada,99,60480,5
99760,San Jose De Cune,Vichada,99,60480,5
